,result,table,_time,_value,_field,_measurement,asset_id
,_result,1,2026-08-28T04:40:01Z,29.947,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:40:24Z,24.5438,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:40:41Z,29.9049,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:40:58Z,30.425,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:41:15Z,25.1143,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:41:32Z,27.4989,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:41:49Z,30.9613,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:42:07Z,28.8526,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:42:24Z,23.7045,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:42:42Z,28.6292,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:42:59Z,30.9999,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:43:17Z,28.656,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:43:39Z,30.9952,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:43:54Z,23.3052,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:44:10Z,30.9528,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:44:25Z,25.9594,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:44:47Z,28.9366,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:45:04Z,23.3408,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:45:22Z,28.7173,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:45:39Z,30.9464,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:45:56Z,27.1805,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:46:13Z,25.8196,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:46:30Z,30.4957,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:46:48Z,29.9909,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:47:05Z,24.2951,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:47:22Z,27.2135,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:47:40Z,30.7839,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:48:02Z,27.1327,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:48:20Z,30.9484,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:48:37Z,28.5949,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:48:54Z,23.2678,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:49:12Z,28.6403,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:49:30Z,30.6732,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:49:47Z,29.4877,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:50:04Z,23.3532,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:50:32Z,27.2882,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:50:50Z,30.6008,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:51:08Z,30.7033,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:51:26Z,27.9092,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:51:44Z,23.7986,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:52:02Z,28.7818,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:52:19Z,30.9961,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:52:37Z,29.5925,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:52:55Z,25.3028,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:53:13Z,26.3047,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:53:36Z,27.6883,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:53:54Z,23.1002,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:54:12Z,27.5393,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:54:30Z,30.7121,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:54:49Z,30.9167,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:55:06Z,27.9084,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:55:24Z,23.4604,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:55:42Z,27.1674,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:56:00Z,30.579,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:56:24Z,23.2451,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:56:42Z,28.0283,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:57:01Z,30.3047,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:57:22Z,27.6758,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:57:40Z,30.8529,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:58:00Z,30.7069,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:58:19Z,30.9594,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:58:37Z,29.3814,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:58:55Z,24.7699,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:59:16Z,27.5381,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:59:34Z,24.3298,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T04:59:51Z,29.0667,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T05:00:12Z,28.441,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T05:00:30Z,25.4789,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T05:00:46Z,28.9635,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T05:01:01Z,28.8357,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T05:01:17Z,27.9062,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T05:01:34Z,30.9986,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T05:01:59Z,23.2998,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T05:02:17Z,27.5391,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T05:02:36Z,29.3123,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T05:02:54Z,30.9985,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T05:03:12Z,29.5506,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T05:03:30Z,25.0072,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T05:03:47Z,26.5614,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T05:04:12Z,29.0759,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T05:04:29Z,24.4909,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T05:04:47Z,26.4047,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T05:05:05Z,30.1765,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T05:05:23Z,30.8577,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T05:05:41Z,28.6325,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T05:05:59Z,24.3679,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T05:06:18Z,26.0155,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T05:06:36Z,29.6201,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T05:06:54Z,30.9366,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T05:07:12Z,30.0037,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T05:07:35Z,30.1076,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T05:07:53Z,30.8955,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T05:08:11Z,28.5293,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T05:08:30Z,24.9046,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T05:08:47Z,26.5398,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T05:09:06Z,29.3908,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T05:09:24Z,30.9852,air_temperature,asset_telemetry,maize_farm_001
